ФИО,Улица,Дом,Квартира,Год рождения,,,,,
Родионова Дарья Александровна,Улица Вавилова,11,70,1955,,,,,
Миронов Илья Мирославович,Улица Панфёрова,13,300,1961,,,,,
Петров Георгий Николаевич,Улица Академика Пилюгина,1,28,1959,,,,,
Баранова Василиса Александровна,Улица Крупской,29,104,1984,,,,,
Смирнова Полина Максимовна,Улица Панфёрова,13,281,1980,,,,,
Осипов Вадим Борисович,Улица Архитектора Власова,1,41,1966,,,,,
Захаров Николай Александрович,Улица Архитектора Власова,24,86,1987,,,,,
Наумов Артём Константинович,Улица Панфёрова,3,168,1968,,,,,
Глухова Полина Андреевна,Улица Панфёрова,21,20,1986,,,,,
Павлов Кирилл Александрович,Улица Вавилова,22,77,1965,,,,,
Иванов Даниил Олегович,Улица Марии Ульяновой,1,188,1994,,,,,
Кукушкин Павел Львович,Проспект Вернадского,1,141,1990,,,,,
Иванов Артём Иванович,Улица Архитектора Власова,1,73,1995,,,,,
Баранова Василиса Александровна,Улица Панфёрова,29,249,1951,,,,,
Ермакова Майя Никитична,Улица Крупской,30,181,1994,,,,,
Прохоров Андрей Арсеньевич,Улица Архитектора Власова,24,246,1998,,,,,
Карпов Григорий Иванович,Ленинский проспект,28,178,1958,,,,,
Филимонова Анна Владимировна,Нахимовский проспект,4,135,2005,,,,,
Смирнова Полина Максимовна,Улица Строителей,18,123,1964,,,,,
Хохлов Александр Михайлович,Улица Крупской,4,143,1981,,,,,
Петровская Полина Максимовна,Улица Кравченко,16,253,1970,,,,,
Терентьева Арина Марковна,Улица Панфёрова,20,36,1960,,,,,
Белов Максим Демидович,Улица Вавилова,15,231,1974,,,,,
Исаев Илья Георгиевич,Нахимовский проспект,1,112,2001,,,,,
Николаева Валерия Владимировна,Улица Вавилова,3,219,1968,,,,,
Белова Анастасия Ивановна,Улица Марии Ульяновой,3,272,1999,,,,,
Селиванова Елизавета Марковна,Улица Марии Ульяновой,12,27,1974,,,,,
