ФИО,Улица,Дом,Квартира,Год рождения,,,,,
Овчинникова Дарья Ильинична,Ленинский проспект,17,192,1956,,,,,
Максимова Анна Фёдоровна,Улица Панфёрова,2,284,1983,,,,,
Астахова София Ильинична,Нахимовский проспект,30,269,1956,,,,,
Морозов Роман Артурович,Улица Кравченко,29,273,1999,,,,,
Максимова Алиса Ярославовна,Ленинский проспект,23,254,2002,,,,,
Баранова Алиса Ивановна,Улица Марии Ульяновой,1,176,1986,,,,,
Белова София Львовна,Улица Строителей,25,52,1953,,,,,
Колесников Георгий Маркович,Ленинский проспект,22,65,1983,,,,,
Суворов Макар Александрович,Улица Кравченко,25,256,1997,,,,,
Симонов Роман Андреевич,Улица Марии Ульяновой,21,266,1989,,,,,
Данилова Диана Тимуровна,Улица Панфёрова,24,231,2005,,,,,
Волков Кирилл Маркович,Проспект Вернадского,11,65,1971,,,,,
Козлов Иван Михайлович,Улица Марии Ульяновой,24,191,1984,,,,,
Пахомов Владислав Макарович,Улица Кравченко,5,12,1997,,,,,
Иванова Татьяна Юрьевна,Улица Вавилова,2,67,1975,,,,,
Петрова Таисия Артёмовна,Ленинский проспект,17,199,1988,,,,,
Орлов Георгий Иванович,Нахимовский проспект,18,1,2003,,,,,
Голиков Лев Никитич,Улица Вавилова,11,121,1976,,,,,
Куликова Мария Никитична,Улица Академика Пилюгина,3,220,1958,,,,,
Васильев Михаил Константинович,Проспект Вернадского,1,267,1982,,,,,
Фомин Артём Андреевич,Улица Строителей,10,112,1996,,,,,
Леонтьев Семён Иванович,Улица Вавилова,26,36,1966,,,,,
Тихонова Мария Фёдоровна,Улица Строителей,25,27,2000,,,,,
Богданов Владимир Маркович,Проспект Вернадского,23,139,1962,,,,,
Воронин Сергей Дмитриевич,Улица Строителей,5,225,1975,,,,,
Гордеева Диана Михайловна,Улица Архитектора Власова,3,201,1975,,,,,
Новиков Андрей Георгиевич,Улица Крупской,5,175,1950,,,,,
