ФИО,Улица,Дом,Квартира,Год рождения,,,,,
Филиппова Алиса Артёмовна,Улица Крупской,1,253,1979,,,,,
Дорофеева Анна Фёдоровна,Нахимовский проспект,8,83,1998,,,,,
Полякова Мария Артёмовна,Нахимовский проспект,26,175,1954,,,,,
Серебрякова Полина Ярославовна,Улица Гарибальди,12,90,2005,,,,,
Павлов Евгений Кириллович,Улица Кравченко,4,194,2000,,,,,
Максимова Полина Максимовна,Улица Гарибальди,22,278,1966,,,,,
Анохина Полина Кирилловна,Улица Академика Пилюгина,13,6,1982,,,,,
Озеров Григорий Иванович,Проспект Вернадского,14,252,1957,,,,,
Левина Анна Александровна,Улица Вавилова,24,75,1955,,,,,
Павлов Кирилл Александрович,Ленинский проспект,26,27,1964,,,,,
Астахова София Ильинична,Улица Строителей,27,198,1992,,,,,
Никонова София Константиновна,Улица Архитектора Власова,8,297,1993,,,,,
Васильева София Николаевна,Улица Панфёрова,15,144,1952,,,,,
Сергеев Михаил Станиславович,Ленинский проспект,28,131,2000,,,,,
Захаров Илья Никитич,Ленинский проспект,11,227,1952,,,,,
Баранова Василиса Александровна,Улица Кравченко,16,150,1990,,,,,
Егоров Глеб Семёнович,Улица Марии Ульяновой,12,17,1959,,,,,
Максимова Алиса Ярославовна,Улица Архитектора Власова,19,92,1991,,,,,
Новикова Кристина Васильевна,Улица Вавилова,20,73,1999,,,,,
Снегирева Дарья Глебовна,Улица Крупской,24,37,1962,,,,,
Сергеев Гордей Ярославович,Улица Архитектора Власова,8,272,1983,,,,,
Калинин Даниил Артёмович,Улица Архитектора Власова,26,55,1983,,,,,
Захаров Роман Денисович,Улица Гарибальди,16,120,1955,,,,,
Шишкин Константин Павлович,Проспект Вернадского,19,86,1951,,,,,
Васильев Кирилл Ильич,Улица Вавилова,16,294,1951,,,,,
Суворов Макар Александрович,Улица Вавилова,17,186,1988,,,,,
