ФИО,Улица,Дом,Квартира,Год рождения,,,,,
Туманов Сергей Михайлович,Улица Марии Ульяновой,21,69,1950,,,,,
Тихонова Василиса Фёдоровна,Ленинский проспект,15,204,1973,,,,,
Овчинникова Ольга Ильинична,Улица Кравченко,25,63,1956,,,,,
Исаев Илья Георгиевич,Улица Кравченко,4,110,1955,,,,,
Наумов Артём Константинович,Улица Крупской,18,55,1960,,,,,
Белова Анастасия Ивановна,Проспект Вернадского,20,276,1978,,,,,
Орлова Алёна Романовна,Нахимовский проспект,16,225,1955,,,,,
Плотников Елисей Ильич,Улица Крупской,2,236,1971,,,,,
Воронин Сергей Дмитриевич,Нахимовский проспект,6,44,1962,,,,,
Панфилова Зоя Петровна,Улица Академика Пилюгина,1,19,1956,,,,,
Новикова Елизавета Дмитриевна,Улица Кравченко,18,136,2003,,,,,
Сергеев Гордей Ярославович,Улица Марии Ульяновой,20,179,1970,,,,,
Хохлов Александр Михайлович,Улица Кравченко,22,14,1988,,,,,
Елизарова Антонина Игоревна,Проспект Вернадского,28,283,1993,,,,,
Новикова Елизавета Дмитриевна,Улица Кравченко,11,139,1975,,,,,
Левина Анна Александровна,Улица Архитектора Власова,4,189,1973,,,,,
Пономарева Мирослава Григорьевна,Улица Строителей,18,90,1952,,,,,
Новикова София Елисеевна,Улица Марии Ульяновой,11,260,1992,,,,,
Павлов Евгений Кириллович,Улица Академика Пилюгина,25,189,1962,,,,,
Петрова Алиса Степановна,Улица Академика Пилюгина,29,179,1983,,,,,
Серебрякова Дарья Георгиевна,Улица Кравченко,16,244,1993,,,,,
Астахова Виктория Васильевна,Улица Архитектора Власова,30,54,1986,,,,,
Кудрявцева Анна Тимофеевна,Проспект Вернадского,12,278,1951,,,,,
Алешина Кристина Евгеньевна,Ленинский проспект,26,178,1991,,,,,
Елизарова Антонина Игоревна,Улица Академика Пилюгина,12,170,1990,,,,,
