ФИО,Улица,Дом,Квартира,Год рождения,,,,,
Соколов Лев Владиславович,Улица Архитектора Власова,2,107,1954,,,,,
Прокофьев Дмитрий Родионович,Улица Академика Пилюгина,1,187,1961,,,,,
Петровская Анастасия Макаровна,Проспект Вернадского,19,154,2001,,,,,
Терентьева Арина Марковна,Улица Архитектора Власова,8,259,1987,,,,,
Овчинникова Дарья Ильинична,Улица Архитектора Власова,11,61,1987,,,,,
Васильева София Марковна,Проспект Вернадского,18,171,1978,,,,,
Гришина Кира Артемьевна,Улица Крупской,29,75,1972,,,,,
Кукушкин Павел Львович,Улица Вавилова,10,240,1974,,,,,
Лебедева Василиса Андреевна,Улица Панфёрова,19,291,1951,,,,,
Романова Вероника Николаевна,Улица Панфёрова,30,29,1992,,,,,
Симонов Роман Андреевич,Проспект Вернадского,28,151,1988,,,,,
Громова Кира Антоновна,Улица Академика Пилюгина,15,175,1962,,,,,
Максимова Полина Максимовна,Улица Строителей,29,152,1977,,,,,
Романов Сергей Михайлович,Проспект Вернадского,9,162,1966,,,,,
Дмитриев Ярослав Романович,Улица Строителей,23,56,1974,,,,,
Ермакова Майя Никитична,Улица Панфёрова,24,31,1975,,,,,
Мартынов Даниил Демьянович,Улица Архитектора Власова,14,286,1971,,,,,
Горелов Владимир Дмитриевич,Улица Академика Пилюгина,19,14,1985,,,,,
Климова Екатерина Михайловна,Проспект Вернадского,6,192,1989,,,,,
Латышев Роман Михайлович,Улица Архитектора Власова,11,278,1979,,,,,
Горелов Владимир Дмитриевич,Улица Гарибальди,25,160,1998,,,,,
Белова Анастасия Ивановна,Ленинский проспект,4,163,1976,,,,,
Балашова Анна Савельевна,Ленинский проспект,14,24,1985,,,,,
Шестаков Андрей Львович,Улица Панфёрова,26,163,2002,,,,,
Сергеев Михаил Станиславович,Ленинский проспект,18,196,1993,,,,,
Новикова София Елисеевна,Ленинский проспект,9,270,1961,,,,,
